catagory,action-link-href,name,company,rate,privacy-policy-link-href
Smart home,https://assistant.google.com/services/a/uid/000000478042805f,Care Me,Novalte Inc.,5,https://www.novalte.ca/privacy-policy/
Health & fitness,https://assistant.google.com/services/a/uid/0000004cf1ceedee,Novant Health,Novant Health,3.7,https://www.novanthealth.org/home/privacy-statement.aspx
Games & fun,https://assistant.google.com/services/a/uid/000000b48cd78741,Wait Wait Quiz,,4.3,https://www.npr.org/about-npr/179878450/privacy-policy
Local,https://assistant.google.com/services/a/uid/00000080af148cb4,NYC.com,,0,https://www.nyc.com/privacy.htm
Health & fitness,https://assistant.google.com/services/a/uid/000000795c8f4a43,Ochsner,Ochsner Health System,0,https://www.ochsner.org/patients-visitors/privacy-policies/ochsner-privacy-policy
Smart home,https://assistant.google.com/services/a/uid/00000003f7f74e27,Ooma,Ooma Inc,3.7,https://www.ooma.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000a0504b2f02,SmartCam by Ooma,Ooma Inc,5,https://www.ooma.com/privacy-policy/
Sports,https://assistant.google.com/services/a/uid/000000207cff036e,Ooredoo Sports,Faruk Azad,0,https://www.ooredoo.qa/portal/OoredooQatar/privacy-policy?locale_name=en
Games & fun,https://assistant.google.com/services/a/uid/00000029d9f3a51a,Riddle of the Day,Opearlo,4,https://www.opearlo.com/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000c6d9048da3,Optum Bank,Optum,4.4,https://www.optumbank.com/privacy-policy.html
Smart home,https://assistant.google.com/services/a/uid/0000009599b8552e,Orbit B-Hyve,Orbit Irrigation,4.4,https://www.orbitonline.com/about/privacy
Shopping,https://assistant.google.com/services/a/uid/0000002e0ebfd940,OurGroceries,HeadCode,4,https://www.ourgroceries.com/privacy
Smart home,https://assistant.google.com/services/a/uid/000000f2617cd163,OHD Anywhere,,0,https://www.overheaddoor.com/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000163680452e,paisabazaar,Paisabazaar,3.3,https://www.paisabazaar.com/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/0000006f1d32a267,Paragon Honda,,4.7,https://www.paragonhonda.com/privacy-policy/
Food & drink,https://assistant.google.com/services/a/uid/000000061a357fe4,Patrón Tequila,Patrón Tequila,4.3,https://www.patrontequila.com/privacy-policy.html
Smart home,https://assistant.google.com/services/a/uid/0000002b0a9537fe,Pentair pool,Pentair,2.6,https://www.pentair.com/content/dam/extranet/enterprise/digital/legal/Website%20Privacy%20Statement%205.11.18.pdf
Smart home,https://assistant.google.com/services/a/uid/000000c45871cdb6,Petoneer,,3,https://www.petoneer.com/pact/privacy-policy/en/
Food & drink,https://assistant.google.com/services/a/uid/000000dc1d36e14e,philadelphia today,cook with philadelphia,4,https://www.philadelphia.com.mx/assistant
Smart home,https://assistant.google.com/services/a/uid/000000433a57a57c,Phyn Device,Phyn LLC,0,https://www.phyn.com/privacy-policy/
Shopping,https://assistant.google.com/services/a/uid/00000003a2a82219,Pick n Save,Kroger,0,https://www.picknsave.com/topic/roundy-s-privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000eab80a7f99,Pizza Hut,"Pizza Hut, LLC",4.2,https://www.pizzahut.com/index.php#/privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/000000893ea8828a,Doctor Epstein a question,PlacerTech,5,https://www.placertech.com/privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/0000002c88c06f59,doctor paul nassif a question,Chatamo/Placertech,0,https://www.placertech.com/privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/000000fe4f908f2d,Doctor Rhinoplasty,placertech.com,0,https://www.placertech.com/privacy-policy
Games & fun,https://assistant.google.com/services/a/uid/000000ec4cf58cf6,Common Sense,Matt Goodrich,4.2,https://www.playcommonsense.com/privacy
Travel & transportation,https://assistant.google.com/services/a/uid/00000048594e2f44,Plot Travel Info,Plot Support,5,https://www.plot.solutions/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/0000007f05db50d0,Smart Holiday Lights,Polygroup®,0,https://www.polygroup.com/personalinfopolicy
Smart home,https://assistant.google.com/services/a/uid/000000654583cb9b,Smart Tree,Polygroup®,0,https://www.polygroup.com/privacypolicy
Business & finance,https://assistant.google.com/services/a/uid/000000a4247e6548,Powershop,Powershop,0,https://www.powershop.co.nz/privacy-policy/voice-privacy-notice-psnz
Travel & transportation,https://assistant.google.com/services/a/uid/000000b6c30211c2,Railway Buddy,Pragnakalp.com,4.5,https://www.pragnakalp.com/railway-buddy-privacy-policy/
Sports,https://assistant.google.com/services/a/uid/0000007ceb2b5e04,Prediction Guru,Evolz Private Limited,3.7,https://www.prediction.guru/privacy
Education & reference,https://assistant.google.com/services/a/uid/0000004bdc343aea,Technology Rohit,Rohit,3.6,https://www.privacypolicies.com/privacy/view/0a45466fddf0a49833b95a9901ab6653
Kids & family,https://assistant.google.com/services/a/uid/000000369cbd5cdc,Cool Kid fact of the day,,5,https://www.privacypolicies.com/privacy/view/626c16d6ab214c987078a0e74c223e1a
Food & drink,https://assistant.google.com/services/a/uid/000000a815629bda,Colored Wheat,Akhil Aggarwal,5,https://www.privacypolicies.com/privacy/view/76a7f05edcd3004e50b1caa8acf78f5f
Music & audio,https://assistant.google.com/services/a/uid/000000558f2d33f6,Trending Song,Ujjwal Saxena,5,https://www.privacypolicies.com/privacy/view/ef2c4c78e8d2a407457c808cff1dad6c
Education & reference,https://assistant.google.com/services/a/uid/0000003d85060e64,Carbon Buddy,Program Productions,4,https://www.program-productions.com/terms.html
Business & finance,https://assistant.google.com/services/a/uid/00000087222e1c33,Progressive,,4.2,https://www.progressive.com/privacy/
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000ab48a498c2,Creative Coach,Punchcut,4.2,https://www.punchcut.com/creativecoach/
Shopping,https://assistant.google.com/services/a/uid/000000eff7237d29,QFC,Kroger,3,https://www.qfc.com/topic/privacy-policy-7
Food & drink,https://assistant.google.com/services/a/uid/000000577f6dfeb7,Quaker,PepsiCo,4.3,https://www.quakeroats.com/privacy-policy
Productivity,https://assistant.google.com/services/a/uid/000000b9464bd825,Timesheets Companion,Quidlo,4.5,https://www.quidlo.com/timesheets/privacy-policy
Shopping,https://assistant.google.com/services/a/uid/000000ab41cfe1c1,QVC,,0,https://www.qvc.com/content/information/privacy-statement.html?style=iphone&isMobileApp=true
Business & finance,https://assistant.google.com/services/a/uid/00000040f1901a90,Rabobank,Rabobank,3,https://www.rabobank.com/en/footer/privacy/index.html
Shopping,https://assistant.google.com/services/a/uid/0000001610881843,Ralphs,Kroger,5,https://www.ralphs.com/topic/privacy-policy-7
Smart home,https://assistant.google.com/services/a/uid/000000475b27f734,Remootio Smart Controller,,0,https://www.remootio.com/privacypolicy_remootiosmartcontroller.html
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000097c8940a2,Renewate,Renewate,4.3,https://www.renewate.com/privacy_policy.php
Smart home,https://assistant.google.com/services/a/uid/00000029e5c9d2a0,Honeywell Home,Honeywell Home,2.8,https://www.resideo.com/en-US/privacy/english
Smart home,https://assistant.google.com/services/a/uid/00000000e7bf4a48,Total Connect Two,,3,https://www.resideo.com/en-US/privacy/english
News & magazines,https://assistant.google.com/services/a/uid/000000d2d3111666,Restoring Notre Dame,,5,https://www.restoringnotredame.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000d5f474e0aa,Rinnai,Bluefletch,2,https://www.rinnai.us/privacy-policy
Education & reference,https://assistant.google.com/services/a/uid/00000063bef8c4ca,Roto-Rooter,Roto-Rooter,5,https://www.rotorooter.com/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/00000080b5fde13f,Ruby Kraft,RubyKraft,4.8,https://www.rubykraft.com/privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/00001a603a352418,Runtastic,Runtastic,5,https://www.runtastic.com/privacy-policy
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000000f14f26541,Salah Explorer,Quran Explorer,4.4,https://www.salahexplorer.com/privacy-policy.html
Music & audio,https://assistant.google.com/services/a/uid/00000049f3f53d95,Love Israel,Salem Web Network,5,https://www.salemwebnetwork.com/our-brands/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000efa5ca0fd5,Oneplace,Salem Web Network,4.6,https://www.salemwebnetwork.com/our-brands/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/000000a79acd8990,SAS,Scandinavian Airlines,3.3,https://www.sas.se/en/travel-info/terms-and-conditions/
Business & finance,https://assistant.google.com/services/a/uid/0000006e882f43e6,Sawnee EMC,,5,https://www.sawnee.com/privacy
Communication & social,https://assistant.google.com/services/a/uid/0000006bbce0c7d0,Seam Voice,Seam Technic ltd,4.5,https://www.seamtechnic.com/privacy
Shopping,https://assistant.google.com/services/a/uid/000000ecde5a78d0,Send Me a Sample,Send Me a Sample,3.6,https://www.sendmeasample.net/policies/privacy/
Business & finance,https://assistant.google.com/services/a/uid/0000005697d4378d,BIG FIVE C U,"Best Innovation Group, Inc.",5,https://www.setitcredit.com/Privacy
Business & finance,https://assistant.google.com/services/a/uid/000000f731e32b8d,Shannons,Shannons,2,https://www.shannons.com.au/privacy/
Smart home,https://assistant.google.com/services/a/uid/00000015ad46051b,technology camera,武汉星巡智能科技有限公司,4.5,https://www.simcam.ai/simcam-privacy
Smart home,https://assistant.google.com/services/a/uid/000000a827c9bc9b,simple commands,,5,https://www.simplecommands.com/privacy-policy-terms-of-use-sc
Business & finance,https://assistant.google.com/services/a/uid/0000000c8cbc41e8,Simplicity Credit Union,Simplicity Credit Union,0,https://www.simplicity.coop/privacy-policy
Smart home,https://assistant.google.com/services/a/uid/000000d994cf191d,Skydrop,Skydrop Smart Sprinkler Controller,4,https://www.skydrop.com/privacy
Local,https://assistant.google.com/services/a/uid/000000327590cbb2,Skyline Realty,,5,https://www.skylinerealty.com/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000c7c1376c8d,Power Base,,4.5,https://www.smartbed.ink/smartbed/gprivacypolicy.html
Shopping,https://assistant.google.com/services/a/uid/0000006650a5cf80,Smith's,Kroger,5,https://www.smithsfoodanddrug.com/topic/privacy-policy-7
Smart home,https://assistant.google.com/services/a/uid/0000001feea92f59,Smart Logic,The Toro Company,0,https://www.smrtscape.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/000000a34808a013,SoLo Funds,SoLo,3.8,https://www.solofunds.com/privacy.html
Smart home,https://assistant.google.com/services/a/uid/0000004e2178cd0a,Soma Connect,SOMA Smart Home,3.1,https://www.somasmarthome.com/pages/privacy-policy
Communication & social,https://assistant.google.com/services/a/uid/000000d05b569854,Sonus Mail,ArGo Software Design,4.4,https://www.sonusmail.com/rootpages/Docs/PrivacyPolicy.html
Arts & lifestyle,https://assistant.google.com/services/a/uid/00000014fb56d346,Soso Code,Abhi,5,https://www.sosocode.net/privacy-policy
Music & audio,https://assistant.google.com/services/a/uid/00000046e3673193,The Hot Breakfast,Southern Cross Austereo,0,https://www.southerncrossaustereo.com.au/privacy-policy/
Food & drink,https://assistant.google.com/services/a/uid/000000f6641d31a3,splash camps,splashcamps,0,https://www.splashcamps.com/privacy-policy.pdf
Weather,https://assistant.google.com/services/a/uid/0000002ace0a55ef,AccuWeather Daily,AccuWeather,4.4,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000aa600df560,Akron Beacon Journal,,3.8,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/0000006542f2f867,Al Jazeera,,3.8,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000831bb3e970,Briefly with OZY,OZY,3.7,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/0000008674583ffd,Charlotte Observer,,5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000977f7b7195,Chicago Tribune,,4.6,https://www.spokenlayer.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/00000065c72619be,Fast Co,Fast Co,4,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000bfe5324edc,Florida Times Union,,5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000cac7db5ab9,IGN,,4,https://www.spokenlayer.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/00000042395b1196,Inc.,Inc.,0,https://www.spokenlayer.com/privacy
Health & fitness,https://assistant.google.com/services/a/uid/000000e496f2c80b,Men's Health Minute,,4.1,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/0000003888afbfdb,Miami Herald,,5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000beea9b2f13,Philadelphia Inquirer,,0,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/00000043292e97e0,Raleigh News,,4.5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000e4311343a8,Tacoma News,,4.5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000b1c3caea88,The Daily Beast,,4.5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/0000006a9bac1feb,The Denver Post,,5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000c1ac39ed47,The Morning Call,,4.2,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000dde573d2d3,The San Diego Union Tribune,,5,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000707186c5f9,TIME Magazine,,4,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000c9dce15366,Virginian Pilot,,4,https://www.spokenlayer.com/privacy
News & magazines,https://assistant.google.com/services/a/uid/000000232776d5fc,H Town Rush,,5,https://www.spokenlayer.com/privacy/
News & magazines,https://assistant.google.com/services/a/uid/000000cc96e6aa0e,Los Angeles Times,Los Angeles Times,4.8,https://www.spokenlayer.com/privacy/
Shopping,https://assistant.google.com/services/a/uid/000000f0ec22d7e6,Frisco,Yosh.AI,0,"https://www.staging.friscotest.com/stn,privacy?lang=en"
Food & drink,https://assistant.google.com/services/a/uid/000000f2fb2c47e0,Starbucks,Starbucks,4.7,https://www.starbucks.com/about-us/company-information/online-policies/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000d9ffe86ddc,Starfish Agent,Rai Integration Ltd,5,https://www.starfishmint.com/policy/privacy.html
Music & audio,https://assistant.google.com/services/a/uid/000000e4cee47959,Starfish Drive,Mikk London,4.5,https://www.starfishmint.com/policy/privacy.html
Food & drink,https://assistant.google.com/services/a/uid/00000018a0ca34a8,Starfish Food,Rai Integration Ltd,5,https://www.starfishmint.com/policy/privacy.html
Sports,https://assistant.google.com/services/a/uid/0000001f0e395f1e,StatMuse,StatMuse,4.2,https://www.statmuse.com/privacy
Games & fun,https://assistant.google.com/services/a/uid/00000070e4f204e0,Magic Actions,Stefan vd,4.5,https://www.stefanvd.net/privacy/en/
Travel & transportation,https://assistant.google.com/services/a/uid/00000081871ececa,transit conductor,Stralto Inc,0,https://www.stralto.com/privacy
Smart home,https://assistant.google.com/services/a/uid/0000005415fabfeb,StreamLabs Water,StreamLabs Water,3.3,https://www.streamlabswater.com/privacy
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000254703fe0e,"SVT Sydney, Helensburgh",SVT Sydney Tech Team,2.3,https://www.svtsydney.org/history/privacy-policy/
Food & drink,https://assistant.google.com/services/a/uid/000013e929615aa1,Swiggy,Swiggy,5,https://www.swiggy.com/privacy-policy
Music & audio,https://assistant.google.com/services/a/uid/00000019a89a2d82,SWR1,SÜDWESTRUNDFUNK,2.3,"https://www.swr.de/home/SWR-Privacy-Policy,privacy-policy-100.html"
Music & audio,https://assistant.google.com/services/a/uid/000000365c7a81df,SWR2,SÜDWESTRUNDFUNK,4.7,"https://www.swr.de/home/SWR-Privacy-Policy,privacy-policy-100.html"
Music & audio,https://assistant.google.com/services/a/uid/000000040860b125,SWR3,SÜDWESTRUNDFUNK,4.2,"https://www.swr.de/home/SWR-Privacy-Policy,privacy-policy-100.html"
Music & audio,https://assistant.google.com/services/a/uid/000000d1132084b1,SWR4,SÜDWESTRUNDFUNK,5,"https://www.swr.de/home/SWR-Privacy-Policy,privacy-policy-100.html"
Health & fitness,https://assistant.google.com/services/a/uid/00000005194d6a36,Symptoma,Symptoma.com,4.3,https://www.symptoma.com/en/privacy
Business & finance,https://assistant.google.com/services/a/uid/0000002fb317ef20,Synchrony Bank,Synchrony Bank,5,https://www.synchronybank.com/sites/syfbank/documents/privacy_policy_retail.pdf
Shopping,https://assistant.google.com/services/a/uid/000000c309b8ed2d,zool usa,Blutag Inc.,4.5,https://www.szul.com/privacy-policies
Smart home,https://assistant.google.com/services/a/uid/0000001b3a577f4f,butler hub,Tantiv4 Technologies Inc.,3.7,https://www.tantiv4.com/p/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000eebdf79c77,TD Ameritrade,,4.5,https://www.tdameritrade.com/security/privacy.page
Travel & transportation,https://assistant.google.com/services/a/uid/0000006b31be8cfc,Train Alert,,0,https://www.termsfeed.com/privacy-policy/144ff8007fd37d8bac274cf93ff89873
Shopping,https://assistant.google.com/services/a/uid/000000ec46e68ee6,Tesco,Tesco PLC,3.4,https://www.tesco.com/help/privacy-and-cookies/privacy-centre/privacy-policy-information/privacy-policy/
Shopping,https://assistant.google.com/services/a/uid/000000af2c65e15d,Thangamayil Jewellery,Hariharan.V,0,https://www.thangamayil.com/terms-conditions/#privacy-policy
Food & drink,https://assistant.google.com/services/a/uid/000000825afa40d8,Kingsford,,4.6,https://www.thecloroxcompany.com/privacy/
Food & drink,https://assistant.google.com/services/a/uid/0000003c8bb2faee,Kingsford Tutorials,,5,https://www.thecloroxcompany.com/privacy/
Music & audio,https://assistant.google.com/services/a/uid/000000921021728f,The Coast FM,Mediastreaming.it,5,https://www.thecoast.fm/xradio/privacy.html
News & magazines,https://assistant.google.com/services/a/uid/0000001c8912312a,The Star,,5,https://www.thestar.com.my/privacy/
Travel & transportation,https://assistant.google.com/services/a/uid/0000000a44b618a9,Trainline,Trainline ltd,4.5,https://www.thetrainline.com/terms#privacy
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000acf866d6c7,Blu Magic,,5,https://www.thevadati.com/04_works.html
Weather,https://assistant.google.com/services/a/uid/000000dc79820ae4,The Weather Network,Pelmorex Weather Networks,3.9,https://www.theweathernetwork.com/us/about-us/privacy-policy
Music & audio,https://assistant.google.com/services/a/uid/000000943eacad14,Thuthi FM,Tamil Christian Media,5,https://www.thuthi.fm/privacypolicy.html
Smart home,https://assistant.google.com/services/a/uid/0000001f176037f6,Tigo Smart,Tigo Energy,3,https://www.tigoenergy.com/privacy-policy
Smart home,https://assistant.google.com/services/a/uid/000000c6eee163f3,Smart Family,"Taiwan Intelligence Service Company, Ltd.",4.6,https://www.tiscservice.com/en/privacy-policy/
Smart home,https://assistant.google.com/services/a/uid/000000b424bf545d,TVision,T-Mobile,4.8,https://www.t-mobile.com/responsibility/privacy/privacy-policy
Shopping,https://assistant.google.com/services/a/uid/000000dcdd3733ed,Toyota Finder,Toyota,4.3,https://www.toyota.com/support/privacy-rights
Travel & transportation,https://assistant.google.com/services/a/uid/000000402114e52c,Transavia,Transavia,4.3,https://www.transavia.com/en-NL/the-small-print/privacy/
Smart home,https://assistant.google.com/services/a/uid/00000095b81fa6b9,Trend Micro,Trend Micro,0,https://www.trendmicro.com/en_ae/about/legal/privacy-policy-product.html
News & magazines,https://assistant.google.com/services/a/uid/00000096085a09d7,Orlando Sentinel,,5,https://www.tribpub.com/central-terms-of-service/
Travel & transportation,https://assistant.google.com/services/a/uid/0000009e7fa35024,TripIt,SAP Concur,3.5,https://www.tripit.com/uhp/privacyPolicy
Education & reference,https://assistant.google.com/services/a/uid/000000c04d6b5f8c,Turn Off the Lights Support,Turn Off the Lights,4.1,https://www.turnoffthelights.com/privacy
Smart home,https://assistant.google.com/services/a/uid/0000003a20b0f6bd,Flexom,Ubiant,4,https://www.ubiant.com/en/legal3en/
Smart home,https://assistant.google.com/services/a/uid/000000187f6a493d,Ubiant,Ubiant,0,https://www.ubiant.com/en/legal3en/
Shopping,https://assistant.google.com/services/a/uid/0000009b847cd119,Ulta Beauty,Digital Innovation,0,https://www.ulta.com/ulta/common/privacyPolicy.jsp
Smart home,https://assistant.google.com/services/a/uid/000000e827d20cb4,Guardian 365 Pro,,2,https://www.uniden.com.au/privacy-policy/
Travel & transportation,https://assistant.google.com/services/a/uid/000000a0be095e71,United,United Airlines,4.4,https://www.united.com/web/en-US/content/privacy.aspx
Smart home,https://assistant.google.com/services/a/uid/000000388fe4a4bb,Smatrix Pulse,,5,https://www.uponor.com/legal-information/smatrix-pulse-app-privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000507f788256,U. S. Bank,U. S. Bank,4.6,https://www.usbank.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/00000059dab129fa,Utility Smart,,5,https://www.utilitysmart.com/privacy-policy.html
Local,https://assistant.google.com/services/a/uid/000000fba0077acc,VB Connect,City of Virginia Beach,4.2,https://www.vbgov.com/Site-Info/Pages/website-policy.aspx
News & magazines,https://assistant.google.com/services/a/uid/000000948558d976,My Voice Briefing,Vecgraph,4.9,https://www.vecgraph.com/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/000000f02ff61e09,Eastern Corporate fcu,Vertifi Software,2,https://www.vertifi.com/help/privacy.html
Business & finance,https://assistant.google.com/services/a/uid/0000008674e7f208,Auto Insurance Advisor,,3.2,https://www.villageadvisor.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/0000005758e44c4f,Pet Insurance Advisor,,4.4,https://www.villageadvisor.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/000000b7b4caa3dd,Village Advisor,,0,https://www.villageadvisor.com/privacy
Business & finance,https://assistant.google.com/services/a/uid/000000b29dda8e65,Village Advisor Auto Insurance,,0,https://www.villageadvisor.com/privacy
Smart home,https://assistant.google.com/services/a/uid/000000e2c5f73eed,Vine Control,XING CONNECTED,3.2,https://www.vineconnected.com/main/app_download.do
Smart home,https://assistant.google.com/services/a/uid/000000f211eee0fa,Virtual Keypad,Digital Monitoring Products,4.3,https://www.virtualkeypad.com/terms
Travel & transportation,https://assistant.google.com/services/a/uid/00000014397ee4e0,Visa Services,VisaHQ,3.6,https://www.visahq.com/privacy.php
Travel & transportation,https://assistant.google.com/services/a/uid/00000018880ef1fd,Las Vegas,LVCVA,5,https://www.visitlasvegas.com/software-privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/000000062e8d1de7,eighteen solutions,vobo,0,https://www.vobo.ai/privacy-policy.html
Business & finance,https://assistant.google.com/services/a/uid/0000002a1babcccf,hr friendly software,vobo,2,https://www.vobo.ai/privacy-policy.html
Business & finance,https://assistant.google.com/services/a/uid/000000cb94b05844,Boulder Real Estate,Voiceter Pro LLC,4.3,https://www.voiceterpro.net/privacy
Business & finance,https://assistant.google.com/services/a/uid/0000005ef1deca66,Capital Realtors,Voiceter Pro LLC,4,https://www.voiceterpro.net/privacy
Business & finance,https://assistant.google.com/services/a/uid/00000007e9b27ae2,Fort Myers Real Estate,Voiceter Pro LLC,3.9,https://www.voiceterpro.net/privacy
Business & finance,https://assistant.google.com/services/a/uid/00000092bac65d2e,Real Trends,Voiceter Pro LLC,3,https://www.voiceterpro.net/privacy
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000000a354e9daf,Last Seen Exhibition,AlkiraSoftware,0,https://www.voigle.ai/privacy-policy/last-seen-exhibition
Music & audio,https://assistant.google.com/services/a/uid/000000167e3d63eb,Looping Thunderstorm Sounds,Voxion,1,https://www.voxion.us/googlePrivacyPolicy.html
Arts & lifestyle,https://assistant.google.com/services/a/uid/0000008b78a314ae,What's My Horoscope,Voxion,4.1,https://www.voxion.us/googlePrivacyPolicy.html
Shopping,https://assistant.google.com/services/a/uid/00000010ac9c8706,Walgreens,Walgreens Digital Development Team,4.6,https://www.walgreens.com/topic/help/generalhelp/privacyandsecurity.jsp
Health & fitness,https://assistant.google.com/services/a/uid/000000d044d36efe,Walk Wise,WalkWise,5,https://www.walkwise.com/terms
Kids & family,https://assistant.google.com/services/a/uid/0000009afe72481b,Smallfoot,,4,https://www.warnerbros.co.uk/info/smallfoot-google-assistant-privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/000000d69a209e18,Wellow,WW,3.3,https://www.weightwatchers.com/us/privacy/policy
Travel & transportation,https://assistant.google.com/services/a/uid/000000d8afe4142c,WestJet,WestJet,3.4,https://www.westjet.com/en-ca/about-us/legal/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/0000009095e0e04a,Westpac,Westpac Banking Corporation Australia,3.6,https://www.westpac.com.au/privacy/privacy-policy/
Shopping,https://assistant.google.com/services/a/uid/000000ec0e1571ef,Window Nation,,0,https://www.windownation.com/privacy-policy/
Communication & social,https://assistant.google.com/services/a/uid/0000000e9f84cded,Windstream,Windstream Communications,5,https://www.windstream.com/about/legal/Privacy-Policy
Business & finance,https://assistant.google.com/services/a/uid/000000bbf15d7029,The Motley Fool Stocks,Witlingo,4.5,https://www.witlingo.com/privacy-policy-tmf/
Kids & family,https://assistant.google.com/services/a/uid/000000190e6431c0,sophie sprout,Sprout Foods,0,https://www.witlingo.com/sophie-sprout-privacy/
Health & fitness,https://assistant.google.com/services/a/uid/000000475524d68e,Burn fat,WROFF,5,https://www.wroff.com/about-wroff/legal/privacy-policy
Health & fitness,https://assistant.google.com/services/a/uid/0000009aba3d6f25,Stay Healthy,WROFF,0,https://www.wroff.com/about-wroff/legal/privacy-policy
Business & finance,https://assistant.google.com/services/a/uid/000000a1af5279f5,Xcel Energy,Xcel Energy,4.5,https://www.xcelenergy.com/billing_and_payment/customer_data_&_privacy/privacy_policy_and_customer_data_access
Travel & transportation,https://assistant.google.com/services/a/uid/0000000c14ac8ed1,Zogo Rides,GoVocal.AI,0,https://www.zogorides.com/privacy-policy.html
Weather,https://assistant.google.com/services/a/uid/000000ac37fa8196,Zyrtec®,,4.4,https://www.zyrtec.com/privacy
Sports,https://assistant.google.com/services/a/uid/000000ca25ce539c,Spordia IPL,Spordia Softech Pvt Ltd,5,https://www1.sportsseam.com/SpordiaIPLPrivacyPolicy.html
Smart home,https://assistant.google.com/services/a/uid/000000a72739f0d8,Telenet,Telenet,3.5,https://www2.telenet.be/en/privacy/
Music & audio,https://assistant.google.com/services/a/uid/0000009a2074c9b2,83 Weeks,Westwood One,3.4,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000005931d59312,AdvisorRadio,Horsesmouth,4.8,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000002b9194dc7c,Anna Live Podcast,AI Voice Works,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000a520b86da0,Ash London Live,Southern Cross Austereo,0,https://xappmedia.com/privacy-policy/
Sports,https://assistant.google.com/services/a/uid/00000001b2e3a781,Blue Gold Report,Federated Media,5,https://xappmedia.com/privacy-policy/
Health & fitness,https://assistant.google.com/services/a/uid/00000023baacf62d,Bravo Tango,XAPPmedia,4.7,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000bc04053f58,Celebration Rock,Westwood One,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000411fdd54a9,Collective Noun,Southern Cross Austereo,4,https://xappmedia.com/privacy-policy/
